col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
70,94,30,69,44,90,53,50,55
46,9,97,62,2,54,6,72,82
99,58,90,18,45,17,5,28,54
55,53,11,81,18,55,60,65,86
53,32,36,90,61,84,95,98,8
32,9,21,48,22,98,63,6,77
37,96,89,95,33,62,15,20,21
38,54,93,77,37,42,49,14,52
63,75,40,31,14,15,28,93,57
45,17,76,1,0,37,88,10,73
88,93,6,87,71,76,37,97,79
27,41,32,63,40,27,0,74,96
59,73,95,55,27,39,79,43,41
48,0,56,49,81,98,79,78,90
12,78,56,76,60,8,97,33,50
9,44,57,97,5,52,67,25,99
62,58,92,33,19,58,84,21,27
87,65,27,54,45,90,36,37,86
65,52,81,36,47,37,33,38,78
17,14,51,80,97,51,84,94,17
22,1,73,84,83,65,51,0,55
89,11,83,16,11,68,49,39,96
90,35,12,26,92,47,61,73,86
38,30,45,67,38,52,87,40,16
68,65,76,39,18,33,56,54,56
51,17,68,83,32,56,49,85,35
93,26,71,31,62,97,41,61,61
29,5,57,35,64,93,49,47,54
35,30,99,14,83,62,3,77,39
0,60,70,30,22,24,0,5,92
38,52,68,47,41,28,59,72,32
12,60,10,25,5,21,6,57,52
65,88,62,62,4,26,58,65,4
2,26,92,41,61,5,30,40,62
0,1,29,72,17,54,17,57,6
80,7,95,99,35,71,51,53,0
50,27,6,56,12,37,84,28,30
54,10,39,86,22,62,66,98,8
39,65,34,43,35,30,57,83,83
65,67,45,22,63,1,86,84,53
55,16,61,82,64,71,4,5,19
55,51,58,41,3,40,15,42,11
7,93,95,79,76,95,70,13,60
57,47,52,30,41,34,49,39,45
33,85,45,21,19,45,79,8,12
54,17,7,59,21,47,47,97,29
80,78,2,57,57,34,9,88,83
59,32,73,44,32,27,53,38,17
90,31,2,41,78,44,95,8,83
38,1,28,69,1,43,44,20,59
99,16,79,4,99,80,48,31,52
22,79,65,42,6,99,63,87,14
87,27,9,37,83,70,85,54,28
17,47,45,56,6,98,87,21,11
91,76,46,57,63,53,70,11,40
95,98,98,72,85,66,57,7,12
15,5,10,12,62,39,95,75,76
84,30,52,3,52,97,79,87,36
63,22,94,2,89,17,32,23,15
1,10,49,41,66,97,61,22,15
76,54,45,24,87,23,67,75,59
40,73,79,36,82,15,85,12,6
79,92,33,96,85,31,14,75,95
97,67,50,65,39,23,28,47,26
23,53,9,28,59,23,21,34,13
28,31,28,5,77,11,59,37,91
0,17,31,34,18,77,28,61,5
64,66,59,23,99,25,29,76,16
75,46,60,94,40,10,86,38,25
18,45,2,12,30,62,15,28,69
5,97,95,36,33,98,0,46,92
52,90,11,38,12,67,72,3,86
65,93,46,58,90,88,92,39,39
77,25,53,14,87,10,42,13,83
50,33,51,92,58,73,55,52,8
82,17,86,59,63,13,65,92,30
20,85,31,55,22,91,44,63,51
30,89,1,77,62,0,76,42,31
61,42,77,43,17,99,39,39,14
95,64,92,33,89,87,18,20,72
58,98,69,92,40,41,51,95,76
2,19,40,70,65,51,42,1,66
2,33,13,65,73,87,21,22,4
9,65,8,99,63,67,12,51,81
95,84,21,3,52,23,25,51,26
74,24,54,42,16,10,52,99,90
6,13,10,40,72,94,50,73,90
54,17,85,28,31,27,9,37,27
55,38,27,57,71,43,33,42,3
12,56,40,33,85,13,53,0,88
54,99,11,33,30,2,96,4,91
50,3,97,83,28,23,84,83,43
40,97,45,30,89,13,58,59,75
43,45,10,66,91,96,38,32,55
96,43,20,41,18,65,26,58,5
9,17,36,25,66,74,49,12,99
22,70,56,30,95,2,81,86,22
18,80,77,40,53,60,7,5,92
97,50,74,72,62,58,9,15,20
80,42,53,45,85,86,65,24,44
73,94,43,33,91,20,32,3,78
2,51,9,21,18,38,24,91,79
85,64,57,9,19,5,70,96,87
83,93,6,74,33,19,26,30,97
26,38,96,44,96,35,67,44,31
61,63,19,94,34,5,1,75,73
49,62,42,68,58,2,67,93,23
33,43,27,40,70,76,74,61,10
28,20,61,81,94,27,54,48,6
68,67,8,98,4,3,94,62,54
44,26,51,48,13,30,90,82,84
86,90,69,12,60,57,46,37,37
73,98,42,45,50,57,29,97,37
3,92,17,96,93,58,96,63,26
23,94,24,10,11,39,64,51,7
94,92,15,23,40,4,23,18,6
21,89,41,76,79,72,34,52,15
45,60,95,18,53,76,87,73,4
50,89,71,78,68,98,86,89,81
12,81,62,88,61,42,58,54,92
7,36,88,82,45,11,11,85,61
49,68,8,9,48,48,82,50,70
5,55,42,74,65,66,91,83,53
82,41,0,3,25,63,6,41,26
86,43,85,94,78,67,9,21,69
41,52,66,17,53,96,70,90,44
15,67,61,54,21,32,80,75,90
20,99,41,70,69,28,57,69,89
10,23,64,13,97,32,14,9,44
84,52,97,39,33,95,26,25,85
63,92,46,10,3,57,53,47,66
52,80,47,56,44,86,44,5,13
32,12,26,78,8,9,1,93,91
89,86,85,92,4,22,37,88,79
10,98,74,22,14,33,94,12,52
56,88,57,35,16,46,49,30,58
93,20,56,90,70,1,71,79,93
1,10,57,6,31,11,0,42,40
90,74,41,44,15,68,87,34,64
17,30,94,98,93,12,73,90,62
94,76,65,8,88,87,42,96,75
86,84,43,56,84,42,80,68,60
29,64,4,1,61,50,75,22,59
97,67,28,99,49,28,35,32,4
40,90,23,76,55,24,77,88,52
1,73,55,79,59,98,26,10,11
96,28,90,40,52,93,19,89,56
69,16,59,71,72,96,85,75,54
54,33,55,74,64,41,54,33,51
13,30,60,57,28,26,96,97,54
41,47,0,94,74,49,32,76,56
66,16,57,84,66,88,60,84,14
22,81,91,54,56,26,25,69,64
14,66,88,18,97,55,45,1,37
51,47,84,60,37,87,37,6,71
62,86,33,76,28,95,6,86,73
52,70,17,27,65,9,93,4,25
56,29,11,99,90,10,48,4,8
25,71,59,90,19,78,40,81,18
69,29,10,10,1,49,30,84,71
74,98,27,57,52,58,72,8,11
99,29,84,10,12,49,11,52,61
46,40,9,76,97,62,80,34,88
82,15,21,93,99,31,33,41,9
96,0,29,24,90,11,20,85,8
26,79,51,6,48,70,74,1,84
78,99,72,61,90,88,68,61,3
41,40,88,4,11,81,64,71,17
28,82,97,27,69,84,29,23,43
8,60,42,78,50,79,47,11,79
99,60,29,15,61,57,10,64,9
55,39,93,82,55,41,2,68,62
7,34,77,97,11,1,58,90,23
51,64,54,12,76,65,53,26,83
13,25,51,0,2,79,58,23,58
35,38,51,88,8,48,8,51,8
69,41,16,82,57,22,98,54,16
29,22,7,30,7,3,23,24,5
62,63,75,68,31,3,39,11,37
49,80,11,85,46,50,7,98,64
28,75,36,1,56,47,15,53,30
70,69,9,72,70,10,74,3,71
76,54,68,32,21,96,29,79,46
89,20,62,79,16,86,66,0,61
75,83,57,80,15,16,39,76,55
62,55,91,95,91,10,74,3,26
38,4,54,1,97,13,77,29,14
71,35,65,67,62,85,23,88,99
83,63,48,88,12,53,36,22,89
7,84,75,66,63,71,78,96,41
46,69,30,5,64,10,5,75,73
14,45,77,81,45,55,47,64,15
82,95,92,52,56,86,24,80,97
28,91,50,79,26,66,30,53,10
88,24,31,74,44,91,39,14,3
15,89,80,50,70,44,40,69,72
99,73,57,98,80,1,10,91,16
15,27,32,93,49,40,37,23,29
32,66,90,46,97,37,36,37,62
57,27,56,91,81,88,69,66,14
1,4,48,83,89,48,33,98,66
58,52,45,77,34,20,2,14,66
52,98,25,70,47,39,78,2,28
5,61,57,60,76,54,66,43,29
24,36,12,6,25,83,67,87,15
58,72,59,44,86,39,58,12,21
65,11,78,3,43,18,83,86,52
29,56,42,17,48,29,2,63,59
20,3,79,95,95,98,47,92,5
96,23,32,59,55,36,49,28,77
96,98,69,40,8,65,84,50,0
43,51,66,98,48,93,15,1,70
17,48,56,79,23,49,65,20,47
86,25,83,99,75,31,24,93,92
3,77,42,68,74,41,18,86,73
20,22,61,26,81,32,62,24,62
0,73,89,67,91,90,10,66,0
18,26,50,35,63,27,58,53,41
76,51,57,35,93,28,59,29,96
97,65,66,81,13,40,52,58,38
44,50,5,59,71,97,5,65,87
75,57,30,87,55,11,1,89,16
86,29,85,46,55,57,71,81,45
48,74,69,76,79,74,77,5,20
69,52,30,6,85,29,59,93,22
32,71,43,54,87,77,87,34,49
44,71,82,8,26,64,79,18,11
9,37,94,14,1,4,93,28,85
46,45,90,92,74,19,85,16,87
2,33,37,28,25,29,7,65,36
23,3,9,45,91,71,63,26,57
25,70,23,40,1,43,49,74,44
78,13,57,63,44,1,76,62,86
78,16,39,28,28,52,62,33,8
87,48,29,38,31,26,83,74,5
14,36,72,46,33,40,94,95,76
68,90,56,53,88,81,81,6,22
86,6,70,35,91,9,49,28,72
59,27,32,96,84,3,89,22,38
11,38,69,41,88,22,22,18,20
58,89,71,1,33,69,31,86,83
19,61,76,69,46,44,91,4,87
98,32,0,29,58,33,81,17,32
55,61,21,13,62,36,74,24,6
25,94,81,18,35,81,76,42,84
75,26,73,81,4,43,7,41,88
52,56,46,21,38,7,7,20,79
90,5,4,40,13,6,30,11,84
97,24,1,75,75,62,53,3,57
42,62,24,3,10,82,29,80,60
53,56,41,12,54,59,73,8,25
57,34,21,20,68,93,75,68,18
44,76,21,56,96,24,25,25,18
86,40,23,66,69,78,60,90,30
2,58,42,53,1,2,22,60,30
58,70,3,69,82,44,24,53,47
55,14,27,31,60,2,99,32,79
97,80,30,99,70,32,42,56,15
22,7,62,67,71,27,26,76,7
78,10,3,9,97,49,39,50,50
83,45,76,95,30,67,76,79,98
24,32,37,47,34,44,77,68,91
9,30,63,69,76,30,61,58,50
52,17,60,33,25,59,1,58,26
60,49,61,35,2,10,50,78,60
12,82,14,78,80,22,41,8,12
3,7,47,80,54,48,54,0,14
2,23,21,65,63,39,86,82,87
12,1,64,46,11,3,14,81,0
95,51,61,88,48,49,38,4,10
91,67,25,99,90,4,73,58,10
78,91,69,52,87,1,89,58,41
95,67,28,37,66,13,54,9,30
72,2,18,93,33,60,80,9,81
63,43,43,24,51,1,61,72,67
73,82,4,93,53,23,40,75,17
31,34,92,13,1,84,94,50,54
84,49,60,4,86,63,33,45,54
70,65,66,88,58,4,24,6,10
32,42,8,30,2,3,61,86,2
85,3,27,10,65,33,24,47,81
30,15,8,56,82,18,54,16,26
4,35,95,5,65,0,5,9,46
92,18,87,4,41,44,56,91,61
64,2,54,56,62,10,96,64,37
62,41,18,16,84,13,11,66,78
81,70,25,39,66,0,98,54,73
23,65,18,15,18,36,50,0,25
94,29,63,48,28,0,63,99,1
2,3,47,83,38,30,29,16,88
44,37,17,34,82,23,35,65,21
61,31,73,90,44,21,77,2,46
40,98,19,96,89,20,60,65,45
79,16,50,23,89,33,22,50,16
27,43,74,78,59,87,10,7,68
25,98,49,22,77,9,73,63,22
37,93,6,9,47,62,34,68,86
6,92,69,80,49,4,49,91,62
92,86,44,57,32,53,27,13,35
84,88,44,7,91,73,57,29,80
3,9,67,92,92,52,11,2,76
60,30,54,54,75,48,12,41,80
6,61,51,89,4,78,78,58,98
67,79,63,84,31,30,33,86,54
86,37,94,10,93,79,90,59,77
53,48,48,71,57,51,45,55,58
29,44,93,2,78,73,17,33,48
91,13,85,42,42,47,32,87,52
57,85,41,81,47,79,88,4,34
3,87,5,67,85,70,62,61,2
76,93,39,55,84,69,77,23,4
54,80,44,65,82,83,84,0,6
50,75,78,30,88,43,52,47,36
92,54,41,0,96,27,37,19,1
20,44,62,22,48,27,88,61,8
84,78,83,9,55,87,69,84,12
74,31,92,51,54,5,79,68,91
32,58,64,14,95,89,83,81,91
5,39,30,93,85,87,40,47,73
83,60,48,29,41,64,46,71,15
72,95,23,70,87,89,54,3,95
87,50,44,37,89,7,23,99,70
35,91,56,78,5,42,33,16,86
62,25,8,1,59,19,32,4,55
0,57,6,61,79,65,39,68,5
18,2,36,84,49,67,50,96,22
20,25,76,55,93,0,4,36,94
97,40,70,16,16,49,46,21,18
4,80,19,98,87,70,90,82,80
39,8,69,20,70,61,77,80,69
12,24,52,13,21,7,77,25,69
57,14,46,22,96,25,2,67,54
17,2,90,67,99,45,96,64,66
65,26,67,51,27,81,70,26,2
80,22,81,94,98,96,10,73,16
79,85,63,22,96,20,24,38,28
71,29,15,87,76,3,95,80,57
92,82,66,43,89,70,95,35,5
72,9,86,0,5,92,46,40,82
14,19,74,32,92,12,86,96,16
25,62,83,53,41,41,25,4,5
74,28,78,75,41,90,91,43,63
94,55,89,4,27,81,3,59,99
78,50,38,63,73,44,85,71,30
63,82,4,27,1,85,45,5,57
45,47,67,82,88,91,84,17,19
31,25,16,85,69,94,2,88,78
78,88,18,3,68,10,52,2,27
46,19,72,31,13,42,18,53,57
3,45,77,21,25,8,98,81,8
1,94,15,78,50,62,26,0,7
32,5,6,44,74,80,76,40,73
55,98,71,91,97,85,63,12,19
11,46,42,99,0,99,43,49,21
27,52,15,55,47,0,32,63,6
1,30,29,52,25,41,88,68,5
5,85,47,45,13,24,66,38,55
47,58,90,65,80,74,51,56,28
24,10,15,8,89,43,52,65,77
45,7,51,73,56,27,5,88,74
15,0,69,23,69,25,25,45,25
19,47,65,0,20,84,18,20,75
62,49,94,0,11,53,60,58,48
44,85,70,60,42,37,55,97,87
64,59,85,89,77,11,97,57,84
43,95,19,30,16,46,16,6,9
58,63,93,52,25,9,85,47,22
62,72,12,23,29,16,43,31,87
89,61,0,4,14,69,72,83,7
93,76,65,55,56,55,33,48,9
81,14,94,44,17,83,50,24,76
94,72,53,15,60,68,77,82,63
76,1,17,54,64,72,76,9,26
42,83,79,91,9,52,8,31,57
83,46,40,67,38,79,75,58,70
79,89,96,92,80,56,59,91,5
54,58,87,60,19,91,36,29,66
93,54,20,86,19,34,27,45,22
78,94,93,93,8,45,85,84,83
21,75,35,44,5,13,63,24,68
65,25,41,73,27,98,66,32,43
78,36,66,48,22,4,66,45,55
49,56,32,25,6,37,25,94,83
48,45,19,58,14,82,36,83,86
94,95,68,14,49,49,29,68,60
1,34,17,43,21,48,69,33,36
21,82,21,79,29,9,2,21,20
50,91,69,80,47,39,2,28,85
72,67,27,98,4,22,99,80,72
62,86,20,58,32,95,50,37,78
24,99,65,16,19,20,29,98,2
52,73,13,37,78,52,37,88,77
92,76,50,69,27,2,44,61,20
96,98,51,55,77,55,71,67,83
28,59,96,58,79,47,52,78,20
93,54,87,53,31,88,65,82,73
58,34,93,51,47,55,76,16,17
16,26,32,16,61,55,35,90,7
16,48,14,29,79,70,1,53,46
56,81,7,76,1,8,28,70,12
29,25,19,5,26,60,92,48,56
10,5,37,17,5,31,17,85,35
48,46,98,9,28,42,90,89,97
66,54,12,0,53,11,93,95,30
60,85,11,78,61,93,99,61,26
72,31,84,7,47,81,90,7,48
55,14,19,29,48,89,79,20,73
24,6,75,55,77,34,83,91,79
14,65,51,74,86,61,72,15,0
90,72,4,32,39,94,75,46,51
69,67,79,46,27,68,64,23,48
21,38,42,1,36,26,34,84,82
9,91,82,84,74,75,92,66,15
93,10,29,91,60,21,65,5,26
54,31,70,39,48,39,79,87,47
2,79,83,4,84,58,75,98,22
38,70,75,21,46,24,9,45,3
49,13,30,21,76,45,11,12,87
9,16,90,73,48,14,48,39,85
25,76,23,45,25,33,66,57,84
48,12,66,61,25,99,93,36,72
10,19,92,65,43,33,57,72,1
65,37,8,92,69,89,76,99,19
65,64,22,5,69,58,75,88,82
5,65,0,83,62,70,97,11,92
14,57,77,49,6,25,57,59,82
30,42,34,97,2,19,72,75,50
74,20,87,28,45,85,77,94,66
0,74,38,70,56,33,57,88,81
35,26,4,7,99,53,43,27,87
76,29,87,43,81,51,25,89,97
96,90,72,77,83,34,65,5,94
70,44,63,92,22,66,55,80,37
85,71,69,18,88,86,68,1,76
49,79,73,37,83,7,20,71,45
4,94,31,25,74,57,80,61,55
87,33,69,41,81,60,9,25,71
28,47,16,79,41,7,26,87,3
80,61,61,62,36,92,86,73,49
37,38,46,9,9,83,48,58,14
96,69,61,80,49,23,33,90,51
36,12,99,26,68,70,19,47,5
81,1,75,82,57,45,46,96,19
47,61,17,72,44,49,93,44,74
41,27,78,55,93,56,47,77,6
11,80,96,83,19,18,0,40,96
90,91,30,17,15,58,71,62,89
34,34,69,61,15,32,92,86,13
55,20,44,5,69,31,58,21,10
58,69,84,85,84,41,27,44,5
89,82,74,57,84,88,38,93,36
73,51,93,5,75,30,43,66,81
64,98,32,93,57,93,86,83,54
1,90,37,0,76,54,75,19,12
44,43,16,18,73,84,39,88,50
32,11,64,4,65,13,42,94,25
49,87,27,31,13,66,29,10,14
25,35,2,90,62,11,14,1,88
52,65,27,91,22,36,23,72,94
25,45,23,42,60,44,9,2,48
48,43,13,60,1,6,53,11,91
70,51,62,76,5,41,84,40,6
32,17,44,87,83,49,94,25,46
33,26,55,32,31,59,99,3,0
30,48,67,75,39,3,50,9,42
31,12,94,67,60,48,24,78,61
60,91,66,73,77,84,14,95,21
56,66,15,98,19,51,49,43,62
75,5,3,67,60,37,83,21,44
61,99,6,36,95,29,49,94,4
36,96,18,90,31,29,15,79,64
97,65,43,7,45,71,32,65,1
25,10,9,71,14,82,4,71,77
6,79,81,66,48,94,70,24,56
44,85,55,13,66,60,84,78,73
33,33,71,29,51,12,16,50,86
3,71,88,64,23,69,35,81,18
7,56,18,35,47,0,53,31,13
55,83,1,57,84,4,48,21,55
50,52,12,25,77,1,76,54,73
58,4,64,15,45,65,50,99,2
7,1,59,92,95,72,58,9,2
47,62,34,33,93,72,14,59,51
74,28,84,69,88,62,91,87,74
44,54,47,27,94,72,16,63,39
31,18,42,80,34,47,21,39,15
33,70,88,70,9,28,54,65,62
61,39,71,46,64,94,83,92,29
42,78,92,60,76,54,91,29,59
7,2,97,5,92,37,68,12,98
32,69,68,60,99,98,57,98,52
83,44,84,20,46,42,87,66,72
27,37,3,95,84,75,94,85,84
75,22,53,85,68,87,94,85,4
93,9,16,65,48,55,58,27,31
5,57,85,84,41,85,48,33,60
49,67,20,55,78,18,7,21,44
25,23,95,96,0,89,62,90,42
46,8,30,62,80,67,79,72,65
37,8,76,62,88,86,86,96,46
22,56,5,73,16,58,26,59,55
62,68,5,14,21,7,73,26,18
67,53,35,86,68,8,61,31,64
65,93,53,11,84,10,69,72,98
37,7,78,39,78,47,2,17,62
44,29,36,99,59,60,76,95,69
98,8,91,48,16,43,55,61,85
43,77,44,0,71,0,89,57,56
86,93,72,54,66,50,9,84,80
19,16,22,4,21,23,49,16,15
7,3,70,77,31,93,41,48,47
62,34,26,14,31,2,75,42,61
33,65,17,78,18,32,88,37,34
40,13,87,35,39,62,54,60,79
63,21,38,87,42,96,82,19,86
27,0,11,61,73,14,18,44,42
21,93,67,72,14,17,1,5,22
22,17,63,97,7,48,53,31,76
49,78,81,63,9,57,73,27,23
24,40,66,90,85,48,79,21,96
45,44,5,74,76,4,85,81,74
61,62,73,46,99,21,27,90,32
40,93,3,23,61,77,82,43,32
34,25,75,51,83,56,10,88,23
66,9,97,66,17,46,15,43,72
1,95,0,34,25,59,31,34,81
30,7,16,55,91,80,62,1,94
72,76,2,91,28,26,58,16,42
12,95,19,60,43,58,7,42,30
75,48,77,29,77,62,11,43,61
54,47,77,98,54,16,75,27,17
58,83,3,42,27,14,27,62,12
31,59,20,87,56,87,76,31,79
82,62,92,32,7,65,3,31,38
5,92,57,88,92,41,28,43,54
88,5,54,39,91,2,16,59,4
55,40,57,90,38,19,7,24,46
79,30,41,38,60,87,10,44,71
35,1,86,71,65,20,86,58,14
7,38,15,42,41,93,88,40,61
38,64,83,10,90,5,84,94,65
37,2,85,45,90,67,51,13,86
73,65,15,81,32,44,1,55,24
95,36,96,86,90,97,26,71,69
82,12,60,70,73,15,9,23,5
10,64,62,96,54,70,20,97,42
57,52,12,61,29,49,23,18,90
6,43,61,52,30,60,29,76,78
69,57,74,50,34,55,86,73,90
89,98,5,29,18,33,62,74,80
31,23,41,48,66,48,14,28,68
96,50,7,93,96,90,6,92,33
63,13,32,31,81,35,19,48,70
40,38,52,87,56,17,49,24,94
86,99,28,27,83,81,72,76,99
97,97,70,66,23,37,6,19,91
10,40,83,22,63,49,37,88,5
6,32,98,15,28,30,28,79,70
99,16,42,16,9,90,92,36,17
21,44,79,31,94,14,31,36,79
9,74,89,68,96,43,71,24,94
2,73,81,19,19,50,2,69,5
35,47,80,26,87,50,55,54,97
19,52,64,34,85,66,76,79,73
25,92,27,86,92,5,49,94,6
75,85,40,25,77,73,72,65,14
78,81,79,31,9,13,49,49,26
92,87,85,3,26,3,23,15,83
62,61,16,52,82,51,77,25,14
65,8,59,76,19,77,16,21,73
91,71,76,6,91,9,12,28,44
33,69,71,33,59,89,37,50,39
74,1,2,94,9,19,34,18,53
70,94,84,83,27,65,6,84,26
40,54,96,39,58,94,87,42,63
50,72,7,31,62,37,76,79,94
65,38,99,90,85,60,79,62,70
39,65,44,46,71,58,12,63,18
20,35,45,66,64,79,9,28,84
99,16,52,26,38,50,55,66,79
11,30,16,91,82,64,35,81,88
35,4,3,27,4,58,47,35,24
40,76,82,48,5,6,50,3,6
28,15,88,53,48,26,94,86,46
30,21,54,51,82,19,74,45,98
35,14,3,64,97,96,82,28,83
12,87,8,12,79,30,91,68,73
84,63,99,9,8,36,12,28,49
18,79,45,23,87,7,46,64,85
8,83,7,44,96,82,82,19,72
6,87,33,60,14,21,0,63,70
58,39,54,33,17,36,14,35,58
86,20,75,62,41,91,34,43,67
57,99,68,26,61,64,7,96,60
56,69,29,50,26,36,51,54,34
76,34,1,41,16,64,74,21,27
9,4,92,48,96,46,0,20,93
26,28,23,28,72,28,17,67,64
35,83,17,7,17,32,87,76,12
70,85,75,97,54,47,46,75,32
99,96,61,20,91,54,25,13,85
80,31,87,85,45,84,93,11,29
94,68,39,45,65,13,99,3,19
88,91,59,81,57,20,35,95,39
63,79,96,52,65,83,56,71,77
70,31,79,86,98,69,39,33,57
69,88,68,48,90,21,6,49,37
49,31,31,57,23,56,23,44,59
10,52,53,28,54,22,14,71,93
90,89,99,67,6,89,77,78,10
80,38,74,65,31,20,31,24,13
35,12,16,34,16,34,14,7,88
24,22,99,32,42,97,19,33,13
89,21,36,73,38,13,18,91,40
8,93,87,8,77,18,5,39,85
11,98,41,41,27,33,46,14,80
35,45,7,43,36,55,43,54,41
57,3,77,63,86,9,73,82,67
44,63,23,68,14,69,49,76,30
67,58,40,29,63,0,60,53,74
89,31,82,42,61,84,21,40,27
91,35,35,99,68,40,36,86,97
77,13,12,52,76,66,57,74,26
48,32,97,45,90,11,65,56,15
90,67,44,99,9,14,81,3,60
49,28,93,25,26,65,10,76,37
72,53,68,43,40,23,76,88,31
60,78,38,82,77,34,12,72,41
55,79,26,51,30,74,57,62,47
59,45,70,75,87,50,0,81,13
36,34,42,77,88,64,81,62,37
88,21,29,11,55,16,90,57,64
93,12,20,35,67,32,75,65,48
23,90,81,0,20,5,78,99,88
18,16,95,6,96,15,18,70,93
60,18,39,93,82,89,17,96,75
87,23,62,32,54,37,25,19,98
15,16,63,12,51,97,4,90,13
16,75,1,62,61,35,77,90,30
65,77,87,85,66,87,64,84,70
61,92,69,35,27,99,17,96,26
33,32,42,81,70,26,9,0,29
21,0,14,54,65,21,1,19,4
90,25,78,89,56,64,35,25,53
64,33,77,29,61,69,90,59,19
71,36,48,3,35,72,36,73,22
30,65,24,45,65,83,96,26,2
13,60,2,67,45,22,39,9,24
78,9,82,91,12,10,55,90,12
39,74,31,90,53,4,25,88,21
69,33,29,53,23,58,88,19,3
35,56,64,35,57,45,69,33,56
16,3,78,69,78,58,6,25,23
67,62,1,88,70,19,92,86,19
87,83,15,76,88,30,89,64,47
13,19,17,93,86,30,21,71,14
28,19,88,13,11,11,3,66,88
29,14,52,92,16,20,65,9,61
19,10,53,95,73,19,54,84,90
84,57,52,87,74,57,69,47,12
99,40,48,5,12,92,49,75,5
49,90,38,44,60,58,48,21,56
3,82,27,34,20,78,46,3,28
28,62,43,87,11,42,71,42,25
37,61,44,47,49,65,38,9,0
41,78,88,97,67,30,23,6,22
41,88,59,38,9,2,33,55,86
6,95,92,81,62,19,4,14,35
49,37,94,47,0,43,46,5,5
21,78,81,82,70,48,92,25,96
37,2,17,36,6,76,71,55,94
65,78,62,64,53,24,3,26,25
83,82,21,71,18,74,34,8,27
47,26,33,29,79,45,53,90,34
99,54,35,56,29,92,78,45,38
3,28,69,17,92,30,73,75,72
76,56,3,71,9,28,52,20,7
48,48,88,58,51,88,97,98,85
35,84,4,86,73,88,22,63,11
61,94,94,5,69,50,56,30,36
67,33,72,22,71,52,24,27,99
29,73,15,76,89,8,37,44,66
21,83,25,0,5,43,77,77,32
72,94,34,28,88,73,71,45,23
11,31,14,7,47,57,9,28,23
35,0,40,12,68,10,38,36,82
63,18,73,42,65,18,58,63,64
53,27,87,99,19,40,81,48,18
91,5,95,91,5,59,19,41,41
6,50,80,86,76,65,71,91,48
70,67,26,17,60,93,7,43,12
37,16,83,68,39,2,7,72,81
66,25,53,98,51,12,82,49,37
86,23,83,96,2,21,95,78,92
24,2,90,12,36,84,88,11,13
52,97,68,26,17,76,49,20,30
97,77,11,17,38,58,62,60,80
71,8,16,20,28,85,89,21,94
12,61,11,94,8,6,85,82,19
56,13,59,16,30,39,96,55,46
25,53,29,19,19,55,45,30,81
35,66,8,58,58,32,79,37,52
64,39,9,33,23,68,0,47,69
93,80,40,7,79,50,47,24,62
64,85,54,63,73,23,51,32,85
99,2,96,50,79,37,86,77,32
89,85,46,24,99,89,91,88,75
47,41,25,66,86,95,14,73,16
22,61,79,42,18,70,18,49,98
20,84,78,84,93,31,99,30,98
91,44,2,52,5,17,20,14,46
56,73,61,18,16,98,49,46,8
9,27,47,13,77,72,67,21,98
58,93,90,88,75,61,9,55,20
29,58,1,87,79,30,0,33,29
52,70,39,31,36,14,60,82,71
72,42,55,25,15,72,5,28,77
58,6,64,5,35,52,44,93,52
18,7,98,66,17,54,99,55,1
92,67,10,36,0,52,46,69,33
37,54,30,27,24,42,98,16,79
18,69,79,50,12,20,50,76,3
93,63,29,38,62,61,37,63,6
67,11,5,83,68,56,63,74,25
26,4,64,90,79,11,20,19,25
27,48,45,44,26,68,66,1,87
11,79,14,62,52,47,57,2,7
49,51,61,72,51,82,53,99,32
38,13,5,41,46,1,23,91,48
1,48,42,60,52,25,39,8,66
10,13,26,51,79,76,71,37,2
21,65,31,69,24,84,89,23,93
14,19,83,38,2,15,51,58,9
34,94,81,97,84,45,25,5,49
62,23,52,75,78,19,76,49,48
48,44,60,61,73,66,53,39,27
64,84,22,11,97,3,48,30,62
94,39,14,31,39,94,82,63,29
74,76,96,59,49,56,26,97,26
85,88,57,13,5,53,63,93,95
84,22,81,5,99,20,48,24,53
51,65,65,34,61,17,4,69,47
8,43,93,7,9,96,51,79,9
91,50,21,69,46,38,75,81,53
52,24,74,14,40,7,88,59,71
32,0,7,60,98,50,95,34,94
54,63,52,85,62,17,49,91,9
88,4,92,88,90,79,79,80,60
32,64,6,55,4,37,11,36,19
44,24,51,40,90,3,20,92,53
89,7,39,20,17,17,14,38,15
40,15,56,39,49,11,54,3,60
67,65,84,90,49,56,94,93,93
56,66,31,93,8,5,21,54,63
25,34,25,84,82,3,32,81,28
13,90,41,10,32,26,51,94,64
20,39,84,53,16,60,79,80,99
70,28,74,85,60,86,16,89,25
42,77,4,81,21,58,17,31,99
54,26,98,48,92,30,49,5,22
35,69,95,60,69,71,38,98,61
17,85,34,70,52,10,94,22,30
83,31,60,37,12,42,80,66,0
94,49,36,42,48,96,54,48,40
79,0,33,57,47,22,84,37,27
46,33,26,41,63,21,49,63,63
70,72,50,99,43,10,25,97,72
30,68,26,48,21,41,47,65,75
78,56,9,22,43,79,72,93,12
6,26,34,85,14,53,15,22,16
47,59,52,70,17,53,3,89,58
35,6,94,82,84,32,70,68,41
51,60,43,97,41,96,91,78,60
12,37,59,2,83,30,5,17,80
53,20,8,30,51,32,77,71,54
